airport_key,airport_ident,airport_name,departure_airport_code,airport_type,municipality,scheduled_service,region_code,country_code,has_navaid,navaid_count,navaid_count_bucket,navaid_type_group,dominant_usage_type,max_power
4292,SKCD,Mandinga Airport,COG,small_airport,Condoto,no,CO-CHO,CO,Y,1,1,NDB Family,LO,MEDIUM
4293,VCCT,China Bay Airport,TRR,medium_airport,Trincomalee,yes,LK-5,LK,Y,1,1,NDB Family,BOTH,MEDIUM
4294,OAIX,Bagram Airfield,OAI,medium_airport,Bagram,no,AF-PAR,AF,Y,1,1,Radio Nav,BOTH,LOW
4295,KELM,Elmira Corning Regional Airport,ELM,medium_airport,Elmira/Corning,yes,US-NY,US,Y,2,2-3,Mixed,TERMINAL,MEDIUM
4296,GQNK,Kaédi Airport,KED,small_airport,Kaédi,no,MR-04,MR,Y,1,1,NDB Family,BOTH,LOW
4297,CCD4,Postville Airport,YSO,small_airport,Postville,yes,CA-NL,CA,Y,1,1,NDB Family,LO,MEDIUM
4298,SYAH,Aishalton Airport,AHL,small_airport,Aishalton,no,GY-UT,GY,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4299,KBAD,Barksdale Air Force Base,BAD,medium_airport,Bossier City,no,US-LA,US,Y,3,2-3,Radio Nav,BOTH,HIGH
4300,KAYX,Arnold Air Force Base,TUH,small_airport,Manchester,no,US-TN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4301,UNKNOWN,Jerusalem Airport,JRS,Unknown,Unknown,unknown,UNKNOWN,PS,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4302,AYEB,Embessa Airport,EMS,small_airport,Embessa,no,PG-NPP,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4303,SLAL,Alcantarí International Airport,SRE,large_airport,Sucre,yes,BO-H,BO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4304,Z78,Chignik Bay Seaplane Base,KBW,seaplane_base,Chignik,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4305,SMMO,Moengo Airstrip,MOJ,small_airport,Moengo,yes,SR-MA,SR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4306,LICD,Lampedusa Airport,LMP,medium_airport,Lampedusa,yes,IT-82,IT,Y,2,2-3,Mixed,RNAV,HIGH
4307,PAMR,Merrill Field,MRI,medium_airport,Anchorage,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4308,OPMF,Muzaffarabad Airport,MFG,small_airport,Muzaffarabad,yes,PK-JK,PK,Y,1,1,NDB Family,BOTH,MEDIUM
4309,CYQI,Yarmouth Airport,YQI,medium_airport,Yarmouth,no,CA-NS,CA,Y,3,2-3,Mixed,BOTH,HIGH
4310,UESO,Chokurdakh Airport,CKH,medium_airport,Chokurdah,yes,RU-SA,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4311,SKPZ,Paz De Ariporo Airport,PZA,medium_airport,Paz De Ariporo,no,CO-CAS,CO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4312,NGAB,Abaiang Airport,ABF,small_airport,Abaiang,no,KI-G,KI,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4313,NIUE,Niue International Airport,IUE,medium_airport,Alofi,yes,NU-U-A,NU,Y,1,1,NDB Family,BOTH,MEDIUM
4314,LGKJ,Kastelorizo Airport,KZS,small_airport,Kastelorizo Island,yes,GR-L,GR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4315,FCOK,Kelle Airport,KEE,small_airport,Kelle,no,CG-8,CG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4316,NFOL,Ono-i-Lau Airport,ONU,small_airport,Ono-i-Lau,no,FJ-E,FJ,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4317,LPPM,Portimão Airport,PRM,medium_airport,Portimão,yes,PT-08,PT,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4318,KPLR,St Clair County Airport,PLR,small_airport,Pell City,no,US-AL,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4319,CYMU,Umiujaq Airport,YUD,small_airport,Umiujaq,yes,CA-QC,CA,Y,1,1,NDB Family,LO,LOW
4320,CYGV,Havre-Saint-Pierre Airport,YGV,medium_airport,Havre-Saint-Pierre,yes,CA-QC,CA,Y,2,2-3,Mixed,LO,MEDIUM
4321,UNKNOWN,Interlaken Air Base,ZIN,Unknown,Unknown,unknown,UNKNOWN,CH,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4322,LTBV,Bodrum-Imsık Airport,BXN,small_airport,Bodrum,no,TR-48,TR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4323,ZYDU,Wudalianchi Dedu Airport,DTU,medium_airport,Heihe,yes,CN-23,CN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4324,KBDH,Willmar Municipal Airport John L Rice Field (2006),ILL,small_airport,Willmar,no,US-MN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4325,VYBP,Bokpyinn Airport,VBP,small_airport,Bokpyinn,no,MM-05,MM,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4326,HANG,Negele Airport,EGL,small_airport,Negele Borana,no,ET-OR,ET,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4327,SKAD,Alcides Fernández Airport,ACD,small_airport,Acandí,no,CO-CHO,CO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4328,YNTN,Normanton Airport,NTN,medium_airport,Normanton,yes,AU-QLD,AU,Y,1,1,NDB Family,BOTH,HIGH
4329,CYAL,Alert Bay Airport,YAL,small_airport,Alert Bay,yes,CA-BC,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4330,CYEL,Elliot Lake Municipal Airport,YEL,medium_airport,Elliot Lake,no,CA-ON,CA,Y,1,1,NDB Family,LO,MEDIUM
4331,GVMT,Mosteiros Airport,MTI,small_airport,Vila do Mosteiros,no,CV-S,CV,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4332,SSHZ,Walter Bündchen Airport,HRZ,small_airport,Horizontina,no,BR-RS,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4333,CYKQ,Waskaganish Airport,YKQ,small_airport,Waskaganish,yes,CA-QC,CA,Y,1,1,NDB Family,BOTH,MEDIUM
4334,KONL,O'Neill Municipal Airport–John L Baker Field,ONL,small_airport,O'Neill,no,US-NE,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4335,SAHZ,Zapala Airport,APZ,medium_airport,Zapala,no,AR-Q,AR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4336,ENAN,"Andøya Airport, Andenes",ANX,medium_airport,Andenes,yes,NO-18,NO,Y,2,2-3,Radio Nav,RNAV,HIGH
4337,ENHD,"Haugesund Airport, Karmøy",HAU,medium_airport,Karmøy,yes,NO-11,NO,Y,1,1,Radio Nav,BOTH,HIGH
4338,K0K7,Humboldt Municipal Airport,HUD,small_airport,Humboldt,no,US-IA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4339,AYMS,Misima Island Airport,MIS,small_airport,Misima Island,yes,PG-MBA,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4340,KGLE,Gainesville Municipal Airport,GLE,small_airport,Gainesville,no,US-TX,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4341,HKNK,Lanet Military Airstrip,NUU,small_airport,Nakuru,no,KE-700,KE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4342,LGTS,Thessaloniki Macedonia International Airport,SKG,large_airport,Thessaloniki,yes,GR-B,GR,Y,5,4+,Mixed,BOTH,HIGH
4343,WAES,Emalamo Airport,SQN,small_airport,Sanana,no,ID-MU,ID,Y,1,1,NDB Family,BOTH,MEDIUM
4344,KCN,Chernofski Harbor Seaplane Base,KCN,seaplane_base,Chernofski Harbor,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4345,VOWA,Warangal Airport,WGC,small_airport,Warangal,no,IN-TG,IN,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4346,YMDG,Mudgee Airport,DGE,medium_airport,Mudgee,no,AU-NSW,AU,Y,2,2-3,Mixed,BOTH,HIGH
4347,EFTU,Turku Airport,TKU,large_airport,Turku,yes,FI-19,FI,Y,2,2-3,Mixed,LO,HIGH
4348,AYY,Arugam Bay SPB,AYY,seaplane_base,Pottuvil,no,LK-5,LK,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4349,FSIA,Seychelles International Airport,SEZ,large_airport,Victoria,yes,SC-20,SC,Y,2,2-3,Mixed,BOTH,HIGH
4350,AGGN,Nusatupe Airport,GZO,small_airport,Gizo,yes,SB-WE,SB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4351,UNKNOWN,Jindabyne Airport,QJD,Unknown,Unknown,unknown,UNKNOWN,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4352,VQBT,Bathpalathang Airport,BUT,small_airport,Jakar,yes,BT-33,BT,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4353,MRNS,Nosara Airport,NOB,medium_airport,Nicoya,yes,CR-G,CR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4354,MMMY,Monterrey International Airport,MTY,large_airport,Monterrey,yes,MX-NLE,MX,Y,1,1,Radio Nav,BOTH,HIGH
4355,UNKNOWN,Tabibuga Airport,TBA,Unknown,Unknown,unknown,UNKNOWN,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4356,FZKA,Bunia Airport,BUX,medium_airport,Bunia,yes,CD-IT,CD,Y,2,2-3,Mixed,BOTH,HIGH
4357,NFNW,Wakaya Island Airport,KAY,small_airport,Wakaya Island,no,FJ-E,FJ,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4358,LFQG,Nevers-Fourchambault Airport,NVS,medium_airport,"Marzy, Nièvre",no,FR-BFC,FR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4359,MMSF,San Felipe International Airport,SFH,small_airport,Mexicali,no,MX-BCN,MX,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4360,FAKU,Johan Pienaar Airport,KMH,medium_airport,Kuruman,no,ZA-NC,ZA,Y,1,1,NDB Family,BOTH,MEDIUM
4361,YSVP,Silver Plains Airport,SSP,small_airport,Silver Plains,no,AU-QLD,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4362,AYSE,Simberi Airport,NIS,small_airport,Simberi Island,no,PG-NIK,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4363,YMGN,Mount Gunson Airport,GSN,small_airport,Mount Gunson,no,AU-SA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4364,LTBH,Çanakkale Airport,CKZ,medium_airport,Çanakkale,yes,TR-17,TR,Y,2,2-3,Mixed,BOTH,HIGH
4365,84CL,Century City Heliport,CCD,heliport,Los Angeles,no,US-CA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4366,KGYI,North Texas Regional Airport Perrin Field,PNX,medium_airport,Denison,no,US-TX,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4367,PAVE,Venetie Airport,VEE,small_airport,Venetie,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4368,LGRP,"Rhodes International Airport ""Diagoras""",RHO,large_airport,Rhodes,yes,GR-L,GR,Y,4,4+,Mixed,TERMINAL,HIGH
4369,ZA-0096,Mkambati Airport,MBM,small_airport,Mkambati,no,ZA-EC,ZA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4370,UNKNOWN,Nassau Paradise Island Airport,PID,Unknown,Unknown,unknown,UNKNOWN,BS,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4371,AYDU,Daru Airport,DAU,medium_airport,Daru,yes,PG-WPD,PG,Y,1,1,NDB Family,BOTH,LOW
4372,EGPB,Sumburgh Airport,LSI,medium_airport,"Lerwick, Shetland",yes,GB-SCT,GB,Y,2,2-3,Mixed,TERMINAL,HIGH
4373,VEAT,Agartala - Maharaja Bir Bikram Airport,IXA,medium_airport,Agartala,yes,IN-TR,IN,Y,2,2-3,Mixed,BOTH,HIGH
4374,SETM,Ciudad de Catamayo Airport,LOH,small_airport,La Toma (Catamayo),yes,EC-L,EC,Y,1,1,NDB Family,BOTH,MEDIUM
4375,ULPB,Petrozavodsk Airport,PES,medium_airport,Petrozavodsk,yes,RU-KR,RU,Y,3,2-3,NDB Family,TERMINAL,HIGH
4376,SCPC,Pucón Airport,ZPC,small_airport,Pucon,yes,CL-AR,CL,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4377,CYTQ,Tasiujaq Airport,YTQ,small_airport,Tasiujaq,yes,CA-QC,CA,Y,1,1,NDB Family,LO,MEDIUM
4378,LV-8040,Daugavpils International Airport,DGP,medium_airport,Daugavpils,no,LV-111,LV,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4379,EFHV,Hyvinkää Airfield,HYV,small_airport,Hyvinkää,no,FI-18,FI,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4380,EGXW,RAF Waddington,WTN,medium_airport,"Lincoln, Lincolnshire",no,GB-ENG,GB,Y,1,1,Radio Nav,BOTH,HIGH
4381,JRA,West 30th Street Heliport,JRA,heliport,New York,yes,US-NY,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4382,FKKW,Ebolowa Airport,EBW,small_airport,Ebolowa,no,CM-SU,CM,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4383,AYCS,China Strait Airstrip,SQT,small_airport,Samarai Island,no,PG-MBA,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4384,KELA,Eagle Lake Airport,ELA,small_airport,Eagle Lake,no,US-TX,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4385,AYFI,Finschhafen Airport,FIN,small_airport,Buki,no,PG-MPL,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4386,WIOO,Supadio International Airport,PNK,large_airport,Pontianak,yes,ID-KB,ID,Y,2,2-3,Mixed,BOTH,HIGH
4387,BR-1948,Santana do Araguaia Airport,CMP,small_airport,Santana do Araguaia,no,BR-PA,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4388,LESU,Pirineus - la Seu d'Urgel Airport,LEU,medium_airport,La Seu d'Urgell Pyrenees and Andorra,yes,ES-CT,ES,Y,1,1,NDB Family,LO,LOW
4389,RJOB,Okayama Momotaro Airport,OKJ,large_airport,Okayama,yes,JP-33,JP,Y,2,2-3,Radio Nav,BOTH,HIGH
4390,TTCP,A.N.R. Robinson International Airport,TAB,large_airport,Scarborough,yes,TT-TOB,TT,Y,1,1,NDB Family,LO,MEDIUM
4391,CYSP,Marathon Airport,YSP,medium_airport,Marathon,no,CA-ON,CA,Y,1,1,Radio Nav,BOTH,HIGH
4392,7WA5,Stuart Island Airpark,SSW,small_airport,Friday Harbor,yes,US-WA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4393,SBMY,Manicoré Airport,MNX,medium_airport,Manicoré,yes,BR-AM,BR,Y,1,1,NDB Family,BOTH,MEDIUM
4394,KTTD,Portland Troutdale Airport,TTD,medium_airport,Portland,no,US-OR,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4395,SKLC,Antonio Roldán Betancur Airport,APO,medium_airport,Carepa,yes,CO-ANT,CO,Y,1,1,Radio Nav,BOTH,HIGH
4396,KBIF,Biggs Army Air Field (Fort Bliss),BIF,medium_airport,Fort Bliss/El Paso,no,US-TX,US,Y,1,1,Radio Nav,BOTH,MEDIUM
4397,SKCP,Cupica Airport,BHF,small_airport,Bahía Solano,no,CO-CHO,CO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4398,WMKB,RMAF Butterworth Air Base,BWH,medium_airport,Butterworth,no,MY-07,MY,Y,2,2-3,Radio Nav,BOTH,HIGH
4399,YMUC,Muccan Station Airport,MUQ,small_airport,Muccan Station,no,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4400,VQTY,Yongphulla Airport,YON,small_airport,Yongphulla,yes,BT-41,BT,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4401,KRDM,Roberts Field,RDM,medium_airport,Redmond,yes,US-OR,US,Y,1,1,NDB Family,LO,MEDIUM
4402,YPPD,Port Hedland International Airport,PHE,large_airport,Port Hedland,yes,AU-WA,AU,Y,2,2-3,Mixed,BOTH,HIGH
4403,NGUK,Aranuka Airport,AAK,small_airport,Buariki,yes,KI-G,KI,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4404,KE-6978,Kerio Valley Airport,KRV,small_airport,Kimwarer,no,KE-700,KE,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4405,WIMS,Dr. Ferdinand Lumban Tobing Airport,FLZ,medium_airport,Sibolga (Pinangsori),yes,ID-SU,ID,Y,2,2-3,Mixed,BOTH,HIGH
4406,KFRR,Front Royal Warren County Airport,FRR,small_airport,Front Royal,no,US-VA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4407,CYQM,Greater Moncton Roméo LeBlanc International Airport,YQM,large_airport,Moncton,yes,CA-NB,CA,Y,4,4+,Mixed,BOTH,HIGH
4408,SANT,Teniente Benjamín Matienzo International Airport,TUC,medium_airport,San Miguel de Tucumán,yes,AR-T,AR,Y,1,1,Radio Nav,BOTH,HIGH
4409,KPHL,Philadelphia International Airport,PHL,large_airport,Philadelphia,yes,US-PA,US,Y,1,1,NDB Family,TERMINAL,LOW
4410,YBDG,Bendigo Airport,BXG,small_airport,Unknown,yes,AU-VIC,AU,Y,1,1,NDB Family,BOTH,MEDIUM
4411,YOEN,Oenpelli Airport,OPI,small_airport,Unknown,no,AU-NT,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4412,UNKNOWN,Castro Airport,QAC,Unknown,Unknown,unknown,UNKNOWN,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4413,AYAI,Aitape Airport,ATP,small_airport,Aitape,no,PG-SAN,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4414,KLUF,Luke Air Force Base,LUF,medium_airport,Glendale,no,US-AZ,US,Y,1,1,Radio Nav,BOTH,MEDIUM
4415,KGAI,Montgomery County Airpark,GAI,small_airport,Gaithersburg,no,US-MD,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4416,AYUM,Aumo Airport,AUV,small_airport,Aumo,no,PG-WBK,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4417,PALN,Point Lonely Short Range Radar Site Airfield,LNI,small_airport,Point Lonely,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4418,PAPB,St George Airport,STG,medium_airport,St George,yes,US-AK,US,Y,1,1,NDB Family,TERMINAL,MEDIUM
4419,YGTO,George Town Airport,GEE,small_airport,George Town,no,AU-TAS,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4420,SVMG,Del Caribe Santiago Mariño International Airport,PMV,medium_airport,Isla Margarita,yes,VE-O,VE,Y,3,2-3,Mixed,BOTH,HIGH
4421,EDVK,Kassel Airport,KSF,large_airport,Calden,yes,DE-HE,DE,Y,1,1,NDB Family,BOTH,LOW
4422,UTDL,Khujand International Airport,LBD,large_airport,Khujand,yes,TJ-SU,TJ,Y,2,2-3,NDB Family,BOTH,MEDIUM
4423,LTFH,Samsun-Çarşamba Airport,SZF,medium_airport,Samsun,yes,TR-55,TR,Y,2,2-3,Mixed,BOTH,MEDIUM
4424,YCWA,Coondewanna Airport,CJF,small_airport,Coondewanna,no,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4425,UNKNOWN,San Juan Airport,SJM,Unknown,Unknown,unknown,UNKNOWN,DO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4426,AYPO,Mapoda Airport,MPF,small_airport,Mapoda,no,PG-WPD,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4427,NZPP,Paraparaumu Airport,PPQ,medium_airport,Unknown,no,NZ-WGN,NZ,Y,1,1,NDB Family,TERMINAL,MEDIUM
4428,WAQT,Kalimarau Airport,BEJ,medium_airport,Tanjung Redeb - Borneo Island,yes,ID-KI,ID,Y,1,1,NDB Family,BOTH,MEDIUM
4429,TSG,Tanacross Airport,TSG,small_airport,Tanacross,no,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4430,FLLK,Lukulu Airport,LXU,small_airport,Lukulu,no,ZM-01,ZM,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4431,EXI,Excursion Inlet Seaplane Base,EXI,seaplane_base,Excursion Inlet,yes,US-AK,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4432,LFBE,Bergerac Dordogne-Périgord airport,EGC,medium_airport,Bergerac,yes,FR-NAQ,FR,Y,1,1,NDB Family,LO,LOW
4433,YLLE,Ballera Airport,BBL,small_airport,Unknown,no,AU-QLD,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4434,SK-115,Paratebueno Airport,EUO,small_airport,Paratebueno,no,CO-CAS,CO,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4435,TQPF,Clayton J. Lloyd International Airport,AXA,large_airport,The Valley,yes,AI-U-A,AI,Y,1,1,NDB Family,LO,MEDIUM
4436,WBTM,Tanjung Manis Airport,TGC,small_airport,Belawai,no,MY-13,MY,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4437,MGCR,Carmelita Airport,CMM,small_airport,Carmelita,no,GT-PE,GT,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4438,CYXN,Whale Cove Airport,YXN,small_airport,Whale Cove,yes,CA-NU,CA,Y,1,1,NDB Family,BOTH,LOW
4439,YNRG,Narrogin Airport,NRG,small_airport,Narrogin,no,AU-WA,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4440,FLSW,Solwesi Airport,SLI,small_airport,Solwesi,yes,ZM-06,ZM,Y,1,1,NDB Family,BOTH,LOW
4441,CYLR,Leaf Rapids Airport,YLR,medium_airport,Leaf Rapids,no,CA-MB,CA,Y,1,1,NDB Family,LO,MEDIUM
4442,NVSH,Sara Airport,SSR,small_airport,Pentecost Island,yes,VU-PAM,VU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4443,CYGO,Gods Lake Narrows Airport,YGO,small_airport,Gods Lake Narrows,yes,CA-MB,CA,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4444,FZRM,Kabalo Airport,KBO,small_airport,Kabalo,no,CD-TA,CD,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4445,VCRI,Mattala Rajapaksa International Airport,HRI,large_airport,Mattala,yes,LK-3,LK,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4446,SOGS,Grand-Santi Airport,GSI,small_airport,Grand-Santi,no,GF-SL,GF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4447,WABN,Kokonao Airport,KOX,small_airport,Kokonao,no,ID-PT,ID,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4448,WARA,Abdul Rachman Saleh Airport,MLG,medium_airport,Malang,yes,ID-JI,ID,Y,2,2-3,NDB Family,BOTH,MEDIUM
4449,UNKNOWN,Greater Southwest International Airport-Amon Carter Field,GSW,Unknown,Unknown,unknown,UNKNOWN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4450,KLXV,Lake County Airport,LXV,small_airport,Leadville,no,US-CO,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4451,UOTT,Turukhansk Airport,THX,small_airport,Turukhansk,yes,RU-KYA,RU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4452,EGNS,Isle of Man Airport,IOM,large_airport,Castletown,yes,IM-U-A,IM,Y,2,2-3,Mixed,BOTH,HIGH
4453,KCCR,Buchanan Field,CCR,medium_airport,Concord,yes,US-CA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4454,YARM,Armidale Airport,ARM,medium_airport,Armidale,yes,AU-NSW,AU,Y,1,1,NDB Family,BOTH,MEDIUM
4455,KTLH,Tallahassee International Airport,TLH,large_airport,Tallahassee,yes,US-FL,US,Y,2,2-3,NDB Family,TERMINAL,MEDIUM
4456,YGEL,Geraldton Airport,GET,medium_airport,Moonyoonooka,yes,AU-WA,AU,Y,2,2-3,Mixed,BOTH,HIGH
4457,9N2,Philadelphia Seaplane Base,PSQ,seaplane_base,Essington,no,US-PA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4458,CYDA,Dawson City Airport,YDA,medium_airport,Dawson City,yes,CA-YT,CA,Y,1,1,NDB Family,LO,MEDIUM
4459,NTKA,Kauehi Airport,KHZ,small_airport,Kauehi,yes,PF-U-A,PF,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4460,GVAC,Amílcar Cabral International Airport,SID,large_airport,Espargos,yes,CV-B,CV,Y,2,2-3,Mixed,BOTH,HIGH
4461,YERL,Erldunda Airport,EDD,small_airport,Ghan,no,AU-NT,AU,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4462,LEZG,Zaragoza Airport,ZAZ,large_airport,Zaragoza,yes,ES-AR,ES,Y,4,4+,Mixed,BOTH,HIGH
4463,EDFM,Mannheim-City Airport,MHG,medium_airport,Mannheim,yes,DE-BW,DE,Y,1,1,Radio Nav,TERMINAL,LOW
4464,EFLP,Lappeenranta Airport,LPP,large_airport,Lappeenranta,yes,FI-02,FI,Y,2,2-3,Mixed,LO,HIGH
4465,AYML,Mougulu Airport,GUV,small_airport,Mougulu,no,PG-WPD,PG,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4466,NGTO,Nonouti Airport,NON,small_airport,Nonouti,no,KI-G,KI,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4467,FQMA,Maputo Airport,MPM,large_airport,Maputo,yes,MZ-MPM,MZ,Y,1,1,Radio Nav,BOTH,HIGH
4468,SBPG,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,PGZ,medium_airport,Ponta Grossa,yes,BR-PR,BR,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4469,EFKT,Kittilä International Airport,KTT,large_airport,Kittilä,yes,FI-10,FI,Y,1,1,NDB Family,RNAV,LOW
4470,UNKNOWN,Unst Airport,UNT,Unknown,Unknown,unknown,UNKNOWN,GB,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4471,EDQD,Bayreuth Airport,BYU,medium_airport,Bindlach,no,DE-BY,DE,Y,3,2-3,Mixed,TERMINAL,MEDIUM
4472,KLRJ,Le Mars Municipal Airport,LRJ,small_airport,Le Mars,no,US-IA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4473,FZBA,Inongo Airport,INO,small_airport,Inongo,yes,CD-MN,CD,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4474,SERO,Santa Rosa - Artillery Colonel Victor Larrea International Airport,ETR,medium_airport,Santa Rosa,yes,EC-O,EC,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4475,HKKI,Kisumu International Airport,KIS,large_airport,Kisumu,yes,KE-600,KE,Y,2,2-3,Mixed,BOTH,HIGH
4476,KSHV,Shreveport Regional Airport,SHV,medium_airport,Shreveport,yes,US-LA,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4477,OIII,Mehrabad International Airport,THR,large_airport,Tehran,yes,IR-23,IR,Y,2,2-3,Radio Nav,BOTH,HIGH
4478,KGPZ,Grand Rapids Itasca Co-Gordon Newstrom field,GPZ,small_airport,Grand Rapids,no,US-MN,US,N,0,0,No Navaid,UNKNOWN,UNKNOWN
4479,SYKM,Kamarang Airport,KAR,small_airport,Kamarang,no,GY-CU,GY,Y,1,1,NDB Family,LO,MEDIUM
4480,GMMB,Ben Slimane Airport,GMD,small_airport,Ben Slimane,no,MA-06,MA,Y,2,2-3,Mixed,BOTH,HIGH
