airport_ident,has_navaid,navaid_count,navaid_count_bucket,navaid_type_group,dominant_usage_type,max_power
FANC,Y,1,1,NDB Family,BOTH,MEDIUM
FANS,Y,2,2-3,Mixed,BOTH,HIGH
FANY,Y,1,1,NDB Family,BOTH,MEDIUM
FAOB,Y,2,2-3,Mixed,BOTH,HIGH
FAOH,Y,1,1,NDB Family,BOTH,MEDIUM
FAOR,Y,2,2-3,Mixed,BOTH,HIGH
FAPA,Y,1,1,NDB Family,BOTH,MEDIUM
FAPE,Y,1,1,Radio Nav,BOTH,HIGH
FAPF,Y,1,1,NDB Family,BOTH,MEDIUM
FAPG,Y,1,1,NDB Family,BOTH,MEDIUM
FAPH,Y,2,2-3,Mixed,HI,HIGH
FAPI,Y,1,1,NDB Family,BOTH,MEDIUM
FAPJ,Y,1,1,NDB Family,BOTH,MEDIUM
FAPL,Y,1,1,NDB Family,BOTH,MEDIUM
FAPM,Y,6,4+,Mixed,BOTH,HIGH
FAPN,Y,3,2-3,Mixed,BOTH,HIGH
FAPS,Y,1,1,Radio Nav,BOTH,HIGH
FARB,Y,3,2-3,Mixed,BOTH,HIGH
FARG,Y,1,1,NDB Family,BOTH,MEDIUM
FASC,Y,2,2-3,NDB Family,BOTH,MEDIUM
FASL,Y,1,1,Radio Nav,BOTH,HIGH
FASR,Y,1,1,Radio Nav,RNAV,HIGH
FASS,Y,1,1,NDB Family,BOTH,MEDIUM
FASX,Y,1,1,Radio Nav,BOTH,HIGH
FASZ,Y,1,1,NDB Family,BOTH,MEDIUM
FATH,Y,2,2-3,NDB Family,BOTH,MEDIUM
FATP,Y,1,1,NDB Family,BOTH,MEDIUM
FATT,Y,1,1,NDB Family,BOTH,MEDIUM
FATZ,Y,1,1,NDB Family,BOTH,MEDIUM
FAUC,Y,1,1,Radio Nav,HI,HIGH
FAUL,Y,4,4+,Mixed,BOTH,MEDIUM
FAUP,Y,2,2-3,Mixed,BOTH,HIGH
FAUT,Y,2,2-3,NDB Family,BOTH,MEDIUM
FAVB,Y,1,1,NDB Family,BOTH,MEDIUM
FAVM,Y,1,1,NDB Family,LO,LOW
FAVV,Y,1,1,NDB Family,BOTH,MEDIUM
FAVW,Y,1,1,Radio Nav,BOTH,HIGH
FAVY,Y,2,2-3,NDB Family,BOTH,MEDIUM
FAWB,Y,2,2-3,NDB Family,BOTH,MEDIUM
FAWC,Y,1,1,NDB Family,BOTH,MEDIUM
FAWI,Y,1,1,Radio Nav,BOTH,HIGH
FAWK,Y,3,2-3,Mixed,BOTH,HIGH
FAWM,Y,1,1,Radio Nav,BOTH,HIGH
FBFT,Y,1,1,Radio Nav,BOTH,HIGH
FBGZ,Y,1,1,NDB Family,BOTH,MEDIUM
FBJW,Y,1,1,NDB Family,BOTH,MEDIUM
FBKE,Y,2,2-3,Mixed,BOTH,HIGH
FBKG,Y,1,1,Radio Nav,BOTH,HIGH
FBMN,Y,2,2-3,Mixed,BOTH,HIGH
FBOR,Y,1,1,NDB Family,BOTH,MEDIUM
FBSK,Y,2,2-3,Mixed,BOTH,HIGH
FBSP,Y,1,1,NDB Family,BOTH,MEDIUM
FBTL,Y,1,1,NDB Family,BOTH,MEDIUM
FCBB,Y,1,1,Radio Nav,BOTH,HIGH
FCOI,Y,1,1,NDB Family,BOTH,LOW
FCOU,Y,1,1,NDB Family,LO,MEDIUM
FCPA,Y,1,1,NDB Family,BOTH,LOW
FCPP,Y,1,1,Radio Nav,BOTH,HIGH
FD22,Y,1,1,NDB Family,TERMINAL,LOW
FDMS,Y,2,2-3,Mixed,BOTH,HIGH
FEFF,Y,1,1,Radio Nav,BOTH,HIGH
FEFI,Y,1,1,NDB Family,BOTH,LOW
FEFK,Y,1,1,NDB Family,TERMINAL,MEDIUM
FEFN,Y,1,1,Radio Nav,BOTH,LOW
FEFO,Y,1,1,NDB Family,BOTH,MEDIUM
FEFR,Y,1,1,Radio Nav,BOTH,LOW
FEFT,Y,1,1,Radio Nav,BOTH,HIGH
FGSL,Y,3,2-3,Mixed,BOTH,HIGH
FHAW,Y,2,2-3,Mixed,RNAV,HIGH
FI-0018,Y,1,1,Radio Nav,RNAV,HIGH
FIMP,Y,4,4+,Mixed,TERMINAL,HIGH
FIMR,Y,1,1,NDB Family,BOTH,HIGH
FJDG,Y,2,2-3,Mixed,BOTH,HIGH
FKKB,Y,1,1,NDB Family,BOTH,MEDIUM
FKKC,Y,1,1,NDB Family,BOTH,MEDIUM
FKKD,Y,2,2-3,Mixed,BOTH,HIGH
FKKI,Y,1,1,NDB Family,BOTH,MEDIUM
FKKL,Y,1,1,NDB Family,BOTH,MEDIUM
FKKM,Y,1,1,NDB Family,BOTH,LOW
FKKN,Y,2,2-3,Mixed,HI,HIGH
FKKR,Y,3,2-3,Mixed,BOTH,HIGH
FKKU,Y,2,2-3,Mixed,BOTH,HIGH
FKKV,Y,1,1,Radio Nav,BOTH,HIGH
FKKY,Y,1,1,NDB Family,BOTH,MEDIUM
FKYS,Y,2,2-3,Mixed,BOTH,HIGH
FL12,Y,1,1,Radio Nav,LO,MEDIUM
FLCP,Y,1,1,NDB Family,BOTH,LOW
FLKE,Y,1,1,NDB Family,BOTH,LOW
FLKO,Y,1,1,NDB Family,BOTH,MEDIUM
FLKS,Y,1,1,NDB Family,BOTH,MEDIUM
FLLI,Y,2,2-3,Mixed,BOTH,HIGH
FLLS,Y,3,2-3,Mixed,BOTH,HIGH
FLMA,Y,1,1,NDB Family,BOTH,MEDIUM
FLMF,Y,2,2-3,Mixed,BOTH,HIGH
FLMG,Y,1,1,NDB Family,HI,LOW
FLND,Y,2,2-3,Mixed,BOTH,HIGH
FLSO,Y,1,1,NDB Family,BOTH,LOW
FLSW,Y,1,1,NDB Family,BOTH,LOW
FLZB,Y,1,1,NDB Family,BOTH,LOW
FMCH,Y,1,1,Radio Nav,HI,HIGH
FMCV,Y,1,1,NDB Family,BOTH,MEDIUM
FMCZ,Y,2,2-3,Mixed,HI,HIGH
FMEE,Y,2,2-3,Mixed,TERMINAL,HIGH
FMEP,Y,2,2-3,Mixed,TERMINAL,HIGH
FMMI,Y,1,1,Radio Nav,BOTH,HIGH
FMMS,Y,1,1,NDB Family,BOTH,LOW
FMMT,Y,2,2-3,Mixed,HI,HIGH
FMMV,Y,1,1,NDB Family,HI,MEDIUM
FMNA,Y,1,1,NDB Family,HI,MEDIUM
FMNH,Y,1,1,NDB Family,BOTH,MEDIUM
FMNM,Y,2,2-3,Mixed,BOTH,HIGH
FMNN,Y,2,2-3,Mixed,BOTH,HIGH
FMNR,Y,1,1,NDB Family,BOTH,MEDIUM
FMNS,Y,1,1,NDB Family,HI,MEDIUM
FMNW,Y,1,1,NDB Family,BOTH,LOW
FMSD,Y,1,1,NDB Family,HI,LOW
FMSF,Y,1,1,NDB Family,BOTH,MEDIUM
FMSK,Y,1,1,NDB Family,BOTH,MEDIUM
FMSM,Y,1,1,NDB Family,BOTH,LOW
FMST,Y,1,1,NDB Family,RNAV,MEDIUM
FNAM,Y,1,1,NDB Family,BOTH,MEDIUM
FNBC,Y,1,1,NDB Family,BOTH,MEDIUM
FNBG,Y,1,1,NDB Family,BOTH,MEDIUM
FNCA,Y,2,2-3,Mixed,BOTH,HIGH
FNCV,Y,1,1,NDB Family,BOTH,MEDIUM
FNDU,Y,1,1,NDB Family,BOTH,MEDIUM
FNGI,Y,1,1,NDB Family,BOTH,MEDIUM
FNHU,Y,2,2-3,Mixed,BOTH,HIGH
FNKU,Y,1,1,NDB Family,BOTH,MEDIUM
FNLB,Y,1,1,NDB Family,BOTH,MEDIUM
FNLU,Y,2,2-3,Mixed,BOTH,HIGH
FNMA,Y,1,1,NDB Family,BOTH,MEDIUM
FNME,Y,2,2-3,NDB Family,BOTH,MEDIUM
FNMO,Y,2,2-3,Mixed,BOTH,HIGH
FNNG,Y,1,1,NDB Family,BOTH,MEDIUM
FNPA,Y,1,1,NDB Family,BOTH,MEDIUM
FNSA,Y,1,1,NDB Family,BOTH,MEDIUM
FNSO,Y,1,1,NDB Family,BOTH,MEDIUM
FNUB,Y,2,2-3,Mixed,BOTH,HIGH
FNUE,Y,2,2-3,Mixed,BOTH,HIGH
FNUG,Y,1,1,NDB Family,BOTH,MEDIUM
FNWK,Y,1,1,NDB Family,BOTH,MEDIUM
FOGM,Y,1,1,NDB Family,BOTH,MEDIUM
FOGO,Y,2,2-3,Mixed,BOTH,HIGH
FOGQ,Y,1,1,NDB Family,BOTH,LOW
FOGR,Y,2,2-3,Mixed,BOTH,HIGH
FOOB,Y,2,2-3,NDB Family,BOTH,MEDIUM
FOOD,Y,1,1,NDB Family,BOTH,MEDIUM
FOOG,Y,1,1,Radio Nav,LO,HIGH
FOOK,Y,1,1,NDB Family,BOTH,MEDIUM
FOOL,Y,1,1,Radio Nav,BOTH,HIGH
FOOM,Y,1,1,NDB Family,BOTH,MEDIUM
FOON,Y,2,2-3,Mixed,BOTH,HIGH
FOOR,Y,1,1,NDB Family,BOTH,MEDIUM
FOOT,Y,2,2-3,Mixed,BOTH,HIGH
FPPR,Y,1,1,NDB Family,BOTH,MEDIUM
FPST,Y,2,2-3,Mixed,BOTH,HIGH
FQBR,Y,2,2-3,Mixed,BOTH,HIGH
FQCH,Y,1,1,NDB Family,TERMINAL,LOW
FQIN,Y,1,1,NDB Family,BOTH,HIGH
FQLC,Y,2,2-3,Mixed,BOTH,HIGH
FQMA,Y,1,1,Radio Nav,BOTH,HIGH
FQNP,Y,2,2-3,Mixed,BOTH,HIGH
FQPB,Y,1,1,NDB Family,BOTH,MEDIUM
FQQL,Y,2,2-3,Mixed,BOTH,HIGH
FQSG,Y,1,1,NDB Family,TERMINAL,LOW
FQTT,Y,2,2-3,Mixed,BOTH,HIGH
FQUG,Y,1,1,NDB Family,BOTH,HIGH
FQVL,Y,1,1,NDB Family,BOTH,MEDIUM
FR-1238,Y,1,1,Radio Nav,BOTH,HIGH
FR-1239,Y,1,1,Radio Nav,BOTH,HIGH
FR-1240,Y,1,1,Radio Nav,BOTH,HIGH
FR-1241,Y,1,1,Radio Nav,BOTH,HIGH
FR-1260,Y,1,1,NDB Family,LO,LOW
FSIA,Y,2,2-3,Mixed,BOTH,HIGH
FSPP,Y,1,1,Radio Nav,BOTH,HIGH
FSSC,Y,1,1,NDB Family,BOTH,LOW
FTTA,Y,1,1,NDB Family,BOTH,LOW
FTTC,Y,1,1,Radio Nav,BOTH,HIGH
FTTD,Y,2,2-3,Mixed,BOTH,HIGH
FTTJ,Y,1,1,Radio Nav,BOTH,HIGH
FTTY,Y,1,1,NDB Family,HI,MEDIUM
FVBU,Y,2,2-3,Mixed,BOTH,HIGH
FVCP,Y,1,1,NDB Family,BOTH,LOW
FVCZ,Y,2,2-3,NDB Family,BOTH,LOW
FVFA,Y,2,2-3,NDB Family,BOTH,LOW
FVGR,Y,1,1,NDB Family,TERMINAL,LOW
FVHA,Y,6,4+,Mixed,BOTH,HIGH
FVKB,Y,2,2-3,NDB Family,TERMINAL,HIGH
FVMV,Y,2,2-3,Mixed,BOTH,HIGH
FVTL,Y,4,4+,Mixed,TERMINAL,HIGH
FVWN,Y,3,2-3,Mixed,BOTH,MEDIUM
FWCL,Y,3,2-3,Mixed,BOTH,HIGH
FWKA,Y,2,2-3,Mixed,BOTH,HIGH
FWUU,Y,2,2-3,Mixed,TERMINAL,HIGH
FXMM,Y,2,2-3,Mixed,BOTH,HIGH
FXMU,Y,1,1,NDB Family,BOTH,MEDIUM
FYAR,Y,1,1,NDB Family,BOTH,MEDIUM
FYGF,Y,2,2-3,Mixed,BOTH,HIGH
FYKM,Y,1,1,NDB Family,BOTH,MEDIUM
FYKT,Y,2,2-3,Mixed,BOTH,HIGH
FYOA,Y,1,1,NDB Family,BOTH,MEDIUM
FYOW,Y,1,1,NDB Family,BOTH,MEDIUM
FYRC,Y,1,1,NDB Family,BOTH,MEDIUM
FYTM,Y,1,1,NDB Family,BOTH,MEDIUM
FYWB,Y,2,2-3,Mixed,BOTH,HIGH
FYWH,Y,2,2-3,Mixed,BOTH,HIGH
FZAA,Y,2,2-3,Mixed,BOTH,HIGH
FZAB,Y,1,1,NDB Family,BOTH,MEDIUM
FZAM,Y,2,2-3,NDB Family,BOTH,MEDIUM
FZBO,Y,1,1,NDB Family,BOTH,MEDIUM
FZCA,Y,1,1,NDB Family,BOTH,MEDIUM
FZEA,Y,3,2-3,Mixed,BOTH,HIGH
FZFD,Y,2,2-3,Mixed,BOTH,HIGH
FZFK,Y,1,1,NDB Family,BOTH,MEDIUM
FZFP,Y,1,1,NDB Family,TERMINAL,MEDIUM
FZFU,Y,1,1,NDB Family,BOTH,MEDIUM
FZGA,Y,1,1,NDB Family,BOTH,MEDIUM
FZGN,Y,1,1,NDB Family,BOTH,MEDIUM
FZIC,Y,2,2-3,Mixed,BOTH,HIGH
FZJH,Y,1,1,NDB Family,BOTH,MEDIUM
FZKA,Y,2,2-3,Mixed,BOTH,HIGH
FZKJ,Y,1,1,NDB Family,BOTH,MEDIUM
FZMA,Y,1,1,NDB Family,BOTH,MEDIUM
FZNA,Y,2,2-3,Mixed,BOTH,HIGH
FZOA,Y,3,2-3,Mixed,BOTH,HIGH
FZQA,Y,3,2-3,Mixed,TERMINAL,HIGH
FZQM,Y,1,1,NDB Family,BOTH,MEDIUM
FZRF,Y,2,2-3,Mixed,BOTH,HIGH
FZSA,Y,4,4+,Mixed,BOTH,HIGH
FZUA,Y,2,2-3,Mixed,BOTH,HIGH
FZWA,Y,1,1,Radio Nav,BOTH,HIGH
GABS,Y,2,2-3,Mixed,BOTH,HIGH
GAGO,Y,2,2-3,Mixed,BOTH,HIGH
GAKY,Y,2,2-3,Mixed,BOTH,HIGH
GAMB,Y,1,1,Radio Nav,BOTH,HIGH
GANR,Y,1,1,NDB Family,BOTH,MEDIUM
GATB,Y,3,2-3,Mixed,BOTH,HIGH
GATS,Y,1,1,NDB Family,BOTH,MEDIUM
GB-1212,Y,1,1,NDB Family,BOTH,LOW
GB-1213,Y,2,2-3,Mixed,TERMINAL,LOW
GB-1214,Y,1,1,NDB Family,TERMINAL,LOW
GB-1216,Y,1,1,NDB Family,TERMINAL,LOW
GB-1217,Y,1,1,NDB Family,LO,LOW
GB-1218,Y,1,1,NDB Family,BOTH,HIGH
GB-1219,Y,2,2-3,Mixed,TERMINAL,LOW
GB-1220,Y,1,1,NDB Family,LO,LOW
GB-1224,Y,1,1,Radio Nav,BOTH,LOW
GB-1226,Y,1,1,Radio Nav,BOTH,HIGH
GB-1240,Y,1,1,NDB Family,TERMINAL,LOW
GBYD,Y,2,2-3,Mixed,BOTH,HIGH
GCFV,Y,1,1,Radio Nav,BOTH,HIGH
GCGM,Y,1,1,Radio Nav,BOTH,LOW
GCHI,Y,2,2-3,Mixed,BOTH,LOW
GCLA,Y,2,2-3,Mixed,BOTH,MEDIUM
GCLP,Y,4,4+,Mixed,BOTH,HIGH
GCRR,Y,4,4+,Mixed,BOTH,HIGH
GCTS,Y,2,2-3,Mixed,BOTH,HIGH
GCXO,Y,2,2-3,Mixed,BOTH,HIGH
GE05,Y,1,1,NDB Family,TERMINAL,LOW
GECE,Y,1,1,NDB Family,TERMINAL,MEDIUM
GEML,Y,2,2-3,Radio Nav,LO,LOW
GFLL,Y,3,2-3,Mixed,BOTH,HIGH
GGOV,Y,2,2-3,Mixed,BOTH,HIGH
GLMR,Y,1,1,NDB Family,BOTH,LOW
GLRB,Y,3,2-3,Mixed,BOTH,HIGH
GMAA,Y,1,1,NDB Family,BOTH,LOW
GMAD,Y,3,2-3,Mixed,BOTH,HIGH
GMAT,Y,2,2-3,Mixed,BOTH,HIGH
GMFF,Y,1,1,Radio Nav,BOTH,HIGH
GMFI,Y,1,1,NDB Family,BOTH,MEDIUM
GMFK,Y,2,2-3,Mixed,BOTH,HIGH
GMFO,Y,2,2-3,Mixed,BOTH,HIGH
GMMA,Y,1,1,Radio Nav,BOTH,HIGH
GMMB,Y,2,2-3,Mixed,BOTH,HIGH
GMME,Y,2,2-3,Mixed,BOTH,HIGH
GMMH,Y,2,2-3,Mixed,BOTH,HIGH
GMMI,Y,1,1,Radio Nav,BOTH,HIGH
GMML,Y,1,1,Radio Nav,BOTH,HIGH
GMMN,Y,1,1,Radio Nav,BOTH,HIGH
GMMW,Y,2,2-3,Mixed,BOTH,HIGH
GMMX,Y,2,2-3,Mixed,BOTH,HIGH
GMMY,Y,1,1,NDB Family,BOTH,HIGH
GMMZ,Y,2,2-3,Mixed,BOTH,HIGH
GMSL,Y,1,1,Radio Nav,BOTH,HIGH
GMTA,Y,2,2-3,Mixed,BOTH,HIGH
GMTN,Y,2,2-3,Mixed,BOTH,HIGH
GMTT,Y,1,1,Radio Nav,BOTH,HIGH
GOGG,Y,2,2-3,Mixed,BOTH,HIGH
GOGS,Y,1,1,NDB Family,BOTH,LOW
GOOK,Y,1,1,NDB Family,BOTH,MEDIUM
GOOY,Y,2,2-3,Mixed,BOTH,HIGH
GOSM,Y,1,1,NDB Family,TERMINAL,MEDIUM
GOSP,Y,1,1,NDB Family,TERMINAL,MEDIUM
GOSS,Y,1,1,NDB Family,BOTH,LOW
GOTK,Y,1,1,NDB Family,BOTH,LOW
GOTS,Y,1,1,NDB Family,BOTH,MEDIUM
GOTT,Y,2,2-3,Mixed,BOTH,HIGH
GQNA,Y,1,1,NDB Family,BOTH,LOW
GQND,Y,1,1,NDB Family,BOTH,LOW
GQNF,Y,1,1,NDB Family,BOTH,LOW
GQNI,Y,1,1,Radio Nav,BOTH,HIGH
GQNK,Y,1,1,NDB Family,BOTH,LOW
GQPA,Y,1,1,NDB Family,BOTH,LOW
GQPP,Y,1,1,Radio Nav,BOTH,HIGH
GQPT,Y,1,1,NDB Family,BOTH,MEDIUM
GR-0097,Y,2,2-3,Mixed,TERMINAL,LOW
GR-0098,Y,1,1,NDB Family,LO,LOW
GUCY,Y,3,2-3,Mixed,BOTH,HIGH
GUFH,Y,2,2-3,Mixed,BOTH,HIGH
GUKR,Y,1,1,NDB Family,BOTH,MEDIUM
GUKU,Y,1,1,NDB Family,LO,LOW
GULB,Y,1,1,NDB Family,LO,LOW
GUMA,Y,1,1,NDB Family,LO,LOW
GUNZ,Y,1,1,NDB Family,LO,LOW
GUOK,Y,1,1,NDB Family,BOTH,MEDIUM
GUSA,Y,1,1,NDB Family,BOTH,MEDIUM
GUSB,Y,1,1,NDB Family,BOTH,LOW
GUSI,Y,1,1,NDB Family,BOTH,MEDIUM
GVAC,Y,2,2-3,Mixed,BOTH,HIGH
GVBA,Y,1,1,NDB Family,LO,MEDIUM
GVSN,Y,1,1,NDB Family,BOTH,MEDIUM
GVSV,Y,1,1,NDB Family,BOTH,MEDIUM
HAAB,Y,4,4+,Mixed,BOTH,HIGH
HAAM,Y,1,1,NDB Family,BOTH,MEDIUM
HAAX,Y,1,1,NDB Family,BOTH,MEDIUM
HABD,Y,3,2-3,NDB Family,BOTH,MEDIUM
HADR,Y,2,2-3,Mixed,BOTH,HIGH
HAGM,Y,2,2-3,NDB Family,BOTH,MEDIUM
HAJM,Y,2,2-3,NDB Family,BOTH,MEDIUM
HAMK,Y,2,2-3,Mixed,BOTH,HIGH
HBBA,Y,3,2-3,Mixed,TERMINAL,HIGH
HBBE,Y,1,1,NDB Family,TERMINAL,LOW
HDAM,Y,3,2-3,Mixed,BOTH,HIGH
HEAL,Y,1,1,Radio Nav,BOTH,HIGH
HEAR,Y,1,1,Radio Nav,BOTH,HIGH
HEAT,Y,1,1,Radio Nav,BOTH,HIGH
HEAZ,Y,2,2-3,Mixed,TERMINAL,MEDIUM
HEBA,Y,1,1,NDB Family,BOTH,HIGH
HEBL,Y,1,1,Radio Nav,BOTH,HIGH
HECA,Y,4,4+,Mixed,TERMINAL,HIGH
HECW,Y,1,1,Radio Nav,BOTH,HIGH
HEDK,Y,1,1,NDB Family,BOTH,MEDIUM
HEGN,Y,1,1,Radio Nav,BOTH,HIGH
HEKG,Y,1,1,Radio Nav,BOTH,HIGH
HELX,Y,2,2-3,Mixed,BOTH,HIGH
HEMA,Y,1,1,Radio Nav,BOTH,HIGH
HEOC,Y,1,1,NDB Family,TERMINAL,MEDIUM
HEOW,Y,1,1,NDB Family,BOTH,MEDIUM
HEPS,Y,1,1,Radio Nav,BOTH,HIGH
HESC,Y,1,1,NDB Family,BOTH,HIGH
HESH,Y,2,2-3,Mixed,BOTH,HIGH
HESN,Y,1,1,Radio Nav,BOTH,HIGH
HETB,Y,2,2-3,Mixed,BOTH,HIGH
HEY,Y,2,2-3,Mixed,LO,LOW
HGT,Y,2,2-3,Mixed,BOTH,MEDIUM
HHAS,Y,2,2-3,Mixed,BOTH,HIGH
HHMS,Y,1,1,NDB Family,BOTH,LOW
HHSB,Y,1,1,NDB Family,BOTH,MEDIUM
HJJJ,Y,1,1,Radio Nav,BOTH,HIGH
HKEL,Y,2,2-3,Mixed,BOTH,HIGH
HKGA,Y,2,2-3,Mixed,HI,HIGH
HKJK,Y,8,4+,Mixed,BOTH,HIGH
HKKI,Y,2,2-3,Mixed,BOTH,HIGH
HKLO,Y,2,2-3,Mixed,BOTH,HIGH
HKMA,Y,1,1,NDB Family,BOTH,MEDIUM
HKMB,Y,1,1,NDB Family,BOTH,MEDIUM
HKML,Y,2,2-3,Mixed,BOTH,HIGH
HKMO,Y,3,2-3,Mixed,BOTH,HIGH
HKMY,Y,1,1,NDB Family,BOTH,MEDIUM
HKNI,Y,1,1,NDB Family,BOTH,MEDIUM
HKNL,Y,1,1,NDB Family,BOTH,MEDIUM
HKNO,Y,1,1,NDB Family,BOTH,HIGH
HKRE,Y,1,1,NDB Family,BOTH,HIGH
HKWJ,Y,2,2-3,Mixed,BOTH,HIGH
HL54,Y,1,1,Radio Nav,BOTH,HIGH
HLGD,Y,1,1,NDB Family,BOTH,HIGH
HLGT,Y,1,1,NDB Family,BOTH,HIGH
HLKF,Y,2,2-3,Mixed,BOTH,HIGH
HLLB,Y,3,2-3,Mixed,BOTH,HIGH
HLLM,Y,1,1,Radio Nav,BOTH,HIGH
HLLQ,Y,1,1,NDB Family,BOTH,HIGH
HLLS,Y,2,2-3,Mixed,BOTH,HIGH
HLMB,Y,1,1,NDB Family,BOTH,HIGH
HLON,Y,1,1,NDB Family,BOTH,HIGH
HLRA,Y,3,2-3,Mixed,BOTH,HIGH
HLTD,Y,2,2-3,Mixed,BOTH,HIGH
HR-0034,Y,1,1,NDB Family,LO,MEDIUM
HRYG,Y,1,1,NDB Family,LO,MEDIUM
HRYO,Y,1,1,NDB Family,LO,LOW
HRYR,Y,1,1,Radio Nav,BOTH,HIGH
HRZA,Y,1,1,NDB Family,LO,LOW
HSAT,Y,1,1,NDB Family,BOTH,HIGH
HSDN,Y,1,1,Radio Nav,BOTH,HIGH
HSDZ,Y,1,1,NDB Family,BOTH,LOW
HSFS,Y,2,2-3,Mixed,BOTH,HIGH
HSGN,Y,1,1,NDB Family,BOTH,MEDIUM
HSMR,Y,1,1,Radio Nav,BOTH,HIGH
HSOB,Y,2,2-3,Mixed,BOTH,HIGH
HSPN,Y,2,2-3,Mixed,BOTH,HIGH
HSSK,Y,1,1,Radio Nav,BOTH,HIGH
HSSM,Y,1,1,Radio Nav,BOTH,HIGH
HSSP,Y,1,1,NDB Family,TERMINAL,MEDIUM
HSWW,Y,1,1,NDB Family,BOTH,MEDIUM
HTAR,Y,1,1,NDB Family,LO,MEDIUM
HTBU,Y,1,1,NDB Family,LO,MEDIUM
HTDA,Y,4,4+,Mixed,TERMINAL,HIGH
HTDO,Y,1,1,NDB Family,HI,HIGH
HTIR,Y,1,1,NDB Family,LO,MEDIUM
HTKA,Y,1,1,NDB Family,BOTH,MEDIUM
HTKJ,Y,4,4+,Mixed,BOTH,HIGH
HTMA,Y,1,1,NDB Family,TERMINAL,LOW
HTMB,Y,1,1,NDB Family,HI,HIGH
HTMT,Y,1,1,NDB Family,BOTH,HIGH
HTMU,Y,1,1,NDB Family,LO,MEDIUM
HTMW,Y,2,2-3,Mixed,HI,HIGH
HTPE,Y,1,1,NDB Family,BOTH,HIGH
HTTB,Y,1,1,NDB Family,LO,HIGH
HTTG,Y,1,1,NDB Family,BOTH,HIGH
HTZA,Y,1,1,NDB Family,LO,LOW
HUEN,Y,3,2-3,Mixed,BOTH,HIGH
HUSO,Y,2,2-3,Mixed,BOTH,HIGH
I19,Y,1,1,NDB Family,TERMINAL,LOW
ID-0319,Y,2,2-3,Mixed,BOTH,HIGH
ID-0320,Y,2,2-3,Mixed,BOTH,HIGH
ID-0328,Y,1,1,NDB Family,BOTH,MEDIUM
ID-0336,Y,1,1,NDB Family,BOTH,MEDIUM
ID-0339,Y,2,2-3,Mixed,BOTH,HIGH
ID-0340,Y,2,2-3,Mixed,BOTH,HIGH
ID-0341,Y,1,1,NDB Family,BOTH,MEDIUM
IL-0021,Y,1,1,Radio Nav,BOTH,HIGH
IL-0022,Y,1,1,NDB Family,BOTH,HIGH
IL-0023,Y,1,1,NDB Family,LO,MEDIUM
IR-0174,Y,1,1,NDB Family,BOTH,LOW
IT-0802,Y,2,2-3,Mixed,BOTH,HIGH
JMC,Y,1,1,Radio Nav,BOTH,MEDIUM
JP-3590,Y,1,1,Radio Nav,BOTH,HIGH
K04A,Y,1,1,NDB Family,TERMINAL,LOW
K19A,Y,1,1,NDB Family,TERMINAL,LOW
K2J5,Y,1,1,NDB Family,TERMINAL,LOW
K2R0,Y,1,1,Radio Nav,BOTH,HIGH
K3J7,Y,1,1,NDB Family,TERMINAL,LOW
K70A,Y,1,1,NDB Family,TERMINAL,LOW
K9A1,Y,1,1,NDB Family,TERMINAL,LOW
KABE,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KABI,Y,1,1,NDB Family,TERMINAL,LOW
KABR,Y,1,1,NDB Family,TERMINAL,LOW
KABY,Y,2,2-3,Mixed,TERMINAL,HIGH
KACK,Y,2,2-3,Mixed,TERMINAL,HIGH
KACT,Y,1,1,NDB Family,TERMINAL,MEDIUM
KACV,Y,2,2-3,Mixed,LO,LOW
KACY,Y,2,2-3,Mixed,LO,MEDIUM
KADW,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KAFW,Y,1,1,Radio Nav,BOTH,HIGH
KAGC,Y,1,1,NDB Family,TERMINAL,MEDIUM
KAGS,Y,3,2-3,Mixed,TERMINAL,HIGH
KAHN,Y,2,2-3,Mixed,BOTH,MEDIUM
KAIV,Y,1,1,NDB Family,LO,LOW
KALB,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KALI,Y,1,1,Radio Nav,LO,MEDIUM
KALM,Y,1,1,Radio Nav,TERMINAL,MEDIUM
KALN,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KALO,Y,2,2-3,Mixed,TERMINAL,HIGH
KALW,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KAMA,Y,1,1,NDB Family,TERMINAL,MEDIUM
KANB,Y,1,1,NDB Family,TERMINAL,LOW
KAND,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KAOO,Y,1,1,Radio Nav,LO,MEDIUM
KAPF,Y,1,1,Radio Nav,RNAV,LOW
KAPG,Y,2,2-3,Mixed,TERMINAL,LOW
KAPN,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KASE,Y,1,1,Radio Nav,BOTH,HIGH
KATL,Y,3,2-3,Mixed,TERMINAL,HIGH
KATY,Y,2,2-3,Mixed,TERMINAL,MEDIUM
KAUO,Y,1,1,NDB Family,TERMINAL,MEDIUM
KAUS,Y,1,1,NDB Family,TERMINAL,LOW
KAVL,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KAVP,Y,3,2-3,Mixed,TERMINAL,MEDIUM
KAXN,Y,2,2-3,Mixed,LO,MEDIUM
