navaid_id,filename,ident,navaid_name,navaid_type,iso_country,usage_type,power,associated_airport
91513,Neratovice_VOR-DME_CZ,NER,Neratovice,VOR-DME,CZ,TERMINAL,LOW,LKPR
91514,Coposa_NDB_CL,NES,Coposa,NDB,CL,LO,LOW,SCKP
91515,Neuburg_TACAN_DE,NEU,Neuburg,TACAN,DE,BOTH,HIGH,ETSN
91516,Iwakuni_TACAN_JP,NEU,Iwakuni,TACAN,JP,BOTH,HIGH,RJOI
91517,Neuquen_VOR-DME_AR,NEU,Neuquen,VOR-DME,AR,BOTH,HIGH,SAZN
91518,Nevers_VOR_FR,NEV,Nevers,VOR,FR,BOTH,HIGH,
91519,Newcastle_VOR-DME_GB,NEW,Newcastle,VOR-DME,GB,RNAV,HIGH,EGNT
91520,Norfolk_Island_VOR-DME_NF,NF,Norfolk Island,VOR-DME,NF,BOTH,HIGH,YSNF
91521,Nanfeng_NDB_CN,NF,Nanfeng,NDB,CN,BOTH,MEDIUM,
91522,Nordfjordur_NDB_IS,NF,Nordfjordur,NDB,IS,BOTH,LOW,BINF
91523,Singkawang_NDB_ID,NF,Singkawang,NDB,ID,BOTH,MEDIUM,WIOI
91524,Norfolk_Island_NDB_NF,NF,Norfolk Island,NDB,NF,BOTH,HIGH,YSNF
91525,Camp_Pendleton_TACAN_US,NFG,Camp Pendleton,TACAN,US,BOTH,LOW,KNFG
91526,Fallon_TACAN_US,NFL,Fallon,TACAN,US,BOTH,HIGH,KNFL
91527,Futenma_TACAN_JP,NFO,Futenma,TACAN,JP,BOTH,HIGH,ROTM
91528,Fort_Worth_Nas_Jrb_TACAN_US,NFW,Fort Worth Nas Jrb,TACAN,US,BOTH,MEDIUM,
91529,Negage_NDB_AO,NG,Negage,NDB,AO,BOTH,MEDIUM,FNNG
91530,Nimes_Garons_NDB_FR,NG,Nimes/Garons,NDB,FR,LO,LOW,LFTW
91531,Aichi_NDB_JP,NG,Aichi,NDB,JP,TERMINAL,LOW,
91532,Nizhny_Novgorod_NDB_RU,NG,Nizhny Novgorod,NDB,RU,TERMINAL,HIGH,UWGG
91533,Tashkent_NDB_UZ,NG,Tashkent,NDB,UZ,BOTH,MEDIUM,UTTT
91534,Nhatrang_NDB_VN,NG,Nhatrang,NDB,VN,BOTH,MEDIUM,
91535,Naga_VOR-DME_PH,NGA,Naga,VOR-DME,PH,BOTH,HIGH,RPUN
91536,Ningbo_VOR-DME_CN,NGB,Ningbo,VOR-DME,CN,BOTH,HIGH,ZSNB
91537,Nurnberg_DME_DE,NGD,Nurnberg,DME,DE,TERMINAL,LOW,EDDN
91538,Kaneohe_TACAN_US,NGF,Kaneohe,TACAN,US,BOTH,LOW,PHNG
91539,Nepalgunj_VOR-DME_NP,NGJ,Nepalgunj,VOR-DME,NP,BOTH,HIGH,VNNG
91540,Truax_VORTAC_US,NGP,Truax,VORTAC,US,LO,MEDIUM,KNGP
91541,Santa_Rosa_TACAN_US,NGS,Santa Rosa,TACAN,US,BOTH,MEDIUM,
91542,Chambers_TACAN_US,NGU,Chambers,TACAN,US,BOTH,MEDIUM,KNGU
91543,Ngukurr_NDB_AU,NGU,Ngukurr,NDB,AU,BOTH,HIGH,YNGU
91544,New_Galloway_NDB_GB,NGY,New Galloway,NDB,GB,RNAV,MEDIUM,
91545,Nawabshah_VOR-DME_PK,NH,Nawabshah,VOR-DME,PK,BOTH,HIGH,OPNH
91546,Nuku_Hiva_NDB_PF,NH,Nuku Hiva,NDB,PF,TERMINAL,MEDIUM,NTMD
91547,Nanga_Pinoh_NDB_ID,NH,Nanga Pinoh,NDB,ID,BOTH,MEDIUM,WIOG
91548,Nouakchott_NDB_MR,NH,Nouakchott,NDB,MR,TERMINAL,MEDIUM,MR-0013
91549,Nawabshah_NDB_PK,NH,Nawabshah,NDB,PK,BOTH,MEDIUM,OPNH
91550,Nikolsk_NDB_RU,NH,Nikolsk,NDB,RU,BOTH,HIGH,
91551,Tobolsk_NDB_RU,NH,Tobolsk,NDB,RU,BOTH,HIGH,
91552,Naha_VORTAC_JP,NHC,Naha,VORTAC,JP,BOTH,HIGH,ROAH
91554,Patuxent_NDB_US,NHK,Patuxent,NDB,US,TERMINAL,LOW,KNHK
91555,Nhill_VOR_AU,NHL,Nhill,VOR,AU,BOTH,HIGH,YNHL
91556,Nhill_NDB_AU,NHL,Nhill,NDB,AU,BOTH,MEDIUM,YNHL
91557,Nyutabaru_TACAN_JP,NHT,Nyutabaru,TACAN,JP,BOTH,HIGH,RJFN
91558,Nanhui_VOR-DME_CN,NHW,Nanhui,VOR-DME,CN,BOTH,HIGH,ZSPD
91559,Brunswick_TACAN_US,NHZ,Brunswick,TACAN,US,BOTH,LOW,KBXM
91560,Nauru_VOR-DME_NR,NI,Nauru,VOR-DME,NR,BOTH,HIGH,ANYN
91561,Assiniboia_NDB_CA,NI,Assiniboia,NDB,CA,LO,LOW,CJN4
91562,Kendari_NDB_ID,NI,Kendari,NDB,ID,BOTH,MEDIUM,WAWW
91563,Sado_NDB_JP,NI,Sado,NDB,JP,BOTH,MEDIUM,
91564,Nairobi_NDB_KE,NI,Nairobi,NDB,KE,TERMINAL,LOW,HKJK
91565,Nauru_NDB_NR,NI,Nauru,NDB,NR,BOTH,MEDIUM,ANYN
91566,Mykolaiv_NDB_UA,NI,Mykolaiv,NDB,UA,TERMINAL,LOW,
91567,China_Lake_TACAN_US,NID,China Lake,TACAN,US,BOTH,MEDIUM,
91568,Niederrhein_DME_DE,NID,Niederrhein,DME,DE,TERMINAL,MEDIUM,EDLV
91569,Nienburg_VOR_DE,NIE,Nienburg,VOR,DE,RNAV,MEDIUM,
91570,Nile_NDB_AU,NIE,Nile,NDB,AU,BOTH,LOW,YMLT
91571,Nicky_VOR-DME_BE,NIK,Nicky,VOR-DME,BE,BOTH,HIGH,EBAW
91572,Niksic_NDB_RS,NIK,Niksic,NDB,RS,BOTH,LOW,
91573,Nimes_TACAN_FR,NIM,Nimes,TACAN,FR,BOTH,HIGH,LFTW
91574,Junin_VOR_AR,NIN,Junin,VOR,AR,BOTH,HIGH,AR-0743
91575,Junin_NDB_AR,NIN,Junin,NDB,AR,BOTH,HIGH,AR-0743
91576,Jacksonville_TACAN_US,NIP,Jacksonville,TACAN,US,BOTH,MEDIUM,KNIP
91577,Nir_NDB_EC,NIR,Nir,NDB,EC,LO,LOW,
91578,Nias_VOR-DME_ID,NIS,Nias,VOR-DME,ID,BOTH,HIGH,WIMB
91579,Nis_VOR-DME_RS,NIS,Nis,VOR-DME,RS,BOTH,LOW,LYNI
91580,Sibu_NDB_MY,NIS,Sibu,NDB,MY,BOTH,MEDIUM,WBGS
91581,Nitra_VOR-DME_SK,NIT,Nitra,VOR-DME,SK,BOTH,HIGH,
91582,Nitra_NDB_SK,NIT,Nitra,NDB,SK,BOTH,HIGH,
91583,Nice_VOR-DME_FR,NIZ,Nice,VOR-DME,FR,BOTH,HIGH,LFMN
91584,Atsugi_TACAN_JP,NJA,Atsugi,TACAN,JP,BOTH,HIGH,RJTA
91585,Niijima_VORTAC_JP,NJC,Niijima,VORTAC,JP,BOTH,HIGH,
91586,Nizhnevartovsk_VOR-DME_RU,NJC,Nizhnevartovsk,VOR-DME,RU,BOTH,HIGH,USNN
91587,El_Centro_TACAN_US,NJK,El Centro,TACAN,US,BOTH,MEDIUM,KNJK
91588,Bogue_Mcalf_TACAN_US,NJM,Bogue Mcalf,TACAN,US,BOTH,LOW,KNJM
91589,Joe_Williams_TACAN_US,NJW,Joe Williams,TACAN,US,BOTH,MEDIUM,MS96
91590,Godthab_Nuuk_NDB_GL,NK,Godthab/Nuuk,NDB,GL,BOTH,LOW,BGGH
91591,Narok_NDB_KE,NK,Narok,NDB,KE,BOTH,HIGH,HKNO
91592,Novokazalinsk_NDB_KZ,NK,Novokazalinsk,NDB,KZ,BOTH,MEDIUM,
91593,Oksywie_NDB_PL,NK,Oksywie,NDB,PL,TERMINAL,LOW,EPOK
91594,Nikolskoye_NDB_RU,NK,Nikolskoye,NDB,RU,BOTH,HIGH,
91595,Begishevo_NDB_RU,NK,Begishevo,NDB,RU,TERMINAL,MEDIUM,UWKE
91596,Ayan_NDB_RU,NK,Ayan,NDB,RU,BOTH,LOW,
91597,Nakhon_Si_Thammarat_NDB_TH,NK,Nakhon Si Thammarat,NDB,TH,BOTH,LOW,VTSF
91598,Nukunonu_NDB_TK,NK,Nukunonu,NDB,TK,TERMINAL,MEDIUM,
91599,Nangan_NDB_TW,NK,Nangan,NDB,TW,BOTH,MEDIUM,RCMT
91600,Mykolaiv_NDB_UA,NK,Mykolaiv,NDB,UA,TERMINAL,LOW,
91601,Nanki_VOR-DME_JP,NKE,Nanki,VOR-DME,JP,BOTH,HIGH,RJBD
91602,Nangan_DME_TW,NKN,Nangan,DME,TW,BOTH,MEDIUM,RCMT
91603,Nakhon_Phanom_VOR-DME_TH,NKP,Nakhon Phanom,VOR-DME,TH,BOTH,HIGH,VTUW
91604,Nakhon_Ratchasima_VOR-DME_TH,NKR,Nakhon Ratchasima,VOR-DME,TH,BOTH,HIGH,VTUQ
91605,Neckar_NDB_DE,NKR,Neckar,NDB,DE,TERMINAL,LOW,
91606,Nakhon_Si_Thammarat_VOR-DME_TH,NKS,Nakhon Si Thammarat,VOR-DME,TH,BOTH,HIGH,VTSF
91607,Cherry_Point_TACAN_US,NKT,Cherry Point,TACAN,US,BOTH,MEDIUM,KNKT
91608,Diego_Garcia_TACAN_IO,NKW,Diego Garcia,TACAN,IO,BOTH,HIGH,FJDG
91609,Miramar_TACAN_US,NKX,Miramar,TACAN,US,BOTH,MEDIUM,KNKX
91610,Novokazalinsk_VOR-DME_KZ,NKZ,Novokazalinsk,VOR-DME,KZ,BOTH,MEDIUM,
91611,Nyanza-Lac_NDB_BI,NL,Nyanza-Lac,NDB,BI,TERMINAL,LOW,
91613,Longzhou_NDB_CN,NL,Longzhou,NDB,CN,BOTH,LOW,
91614,Nolso_NDB_FO,NL,Nolso,NDB,FO,LO,HIGH,EKVG
91615,Newlands_NDB_NZ,NL,Newlands,NDB,NZ,TERMINAL,MEDIUM,NZWN
91616,Nalchik_NDB_RU,NL,Nalchik,NDB,RU,BOTH,HIGH,URMN
91617,Sheremetyevo_NDB_RU,NL,Sheremetyevo,NDB,RU,TERMINAL,MEDIUM,UUEE
91618,Olenek_NDB_RU,NL,Olenek,NDB,RU,BOTH,HIGH,
91619,Nyala_NDB_SD,NL,Nyala,NDB,SD,BOTH,LOW,
91620,Norwich_NDB_GB,NL,Norwich,NDB,GB,TERMINAL,LOW,
91621,Nikola_NDB_UA,NL,Nikola,NDB,UA,BOTH,HIGH,
91622,Lemoore_TACAN_US,NLC,Lemoore,TACAN,US,BOTH,HIGH,
91623,Nuevo_Laredo_VOR-DME_MX,NLD,Nuevo Laredo,VOR-DME,MX,BOTH,HIGH,MMNL
91624,Nanlang_VOR-DME_CN,NLG,Nanlang,VOR-DME,CN,BOTH,HIGH,
91625,Yaounde_Nsimalen_VOR-DME_CM,NLY,Yaounde Nsimalen,VOR-DME,CM,BOTH,HIGH,FKYS
91626,Nema_VOR_MR,NM,Nema,VOR,MR,BOTH,HIGH,GQNI
91627,Matagami_NDB_CA,NM,Matagami,NDB,CA,BOTH,MEDIUM,CYNM
91628,Kuala_Lumpur_NDB_MY,NM,Kuala Lumpur,NDB,MY,TERMINAL,MEDIUM,WMSA
91629,Ufa_NDB_RU,NM,Ufa,NDB,RU,TERMINAL,HIGH,UWUU
91630,Ust-Ilimsk_NDB_RU,NM,Ust-Ilimsk,NDB,RU,BOTH,HIGH,
91631,N_Mora_NDB_SE,NM,N Mora,NDB,SE,BOTH,LOW,ESKM
91632,Nemyriv_NDB_UA,NM,Nemyriv,NDB,UA,BOTH,HIGH,
91633,Bima_VOR-DME_ID,NMA,Bima,VOR-DME,ID,BOTH,HIGH,WADB
91634,Meridian_TACAN_US,NMM,Meridian,TACAN,US,BOTH,MEDIUM,KNMM
91635,Mendig_NDB_DE,NMN,Mendig,NDB,DE,LO,LOW,ETHM
91636,Namsos_NDB_NO,NMS,Namsos,NDB,NO,BOTH,LOW,ENNM
91637,Meyerton_NDB_ZA,NMT,Meyerton,NDB,ZA,BOTH,MEDIUM,
91638,Nadi_VOR-DME_FJ,NN,Nadi,VOR-DME,FJ,BOTH,HIGH,NFFN
91639,Entebbe_VOR-DME_UG,NN,Entebbe,VOR-DME,UG,BOTH,HIGH,HUEN
91640,Nanortalik_NDB_GL,NN,Nanortalik,NDB,GL,BOTH,LOW,
91641,Gorontalo_NDB_ID,NN,Gorontalo,NDB,ID,BOTH,MEDIUM,WAMG
91642,Kozhevnikovo_NDB_RU,NN,Kozhevnikovo,NDB,RU,BOTH,HIGH,
91643,Nan_NDB_TH,NN,Nan,NDB,TH,BOTH,MEDIUM,VTCN
91644,Niamtougou_NDB_TG,NN,Niamtougou,NDB,TG,BOTH,LOW,
91645,Shikang_NDB_TW,NN,Shikang,NDB,TW,BOTH,MEDIUM,RCNN
91646,Northampton_NDB_GB,NN,Northampton,NDB,GB,TERMINAL,LOW,EGBK
91647,Nanning_VOR-DME_CN,NNG,Nanning,VOR-DME,CN,BOTH,HIGH,ZGNN
91648,Nagpur_VOR-DME_IN,NNP,Nagpur,VOR-DME,IN,BOTH,HIGH,VANP
91649,Nanxiong_VOR-DME_CN,NNX,Nanxiong,VOR-DME,CN,BOTH,HIGH,
91650,Nakhchivan_NDB_AZ,NO,Nakhchivan,NDB,AZ,TERMINAL,MEDIUM,UBBB
91651,Sawani_NDB_FJ,NO,Sawani,NDB,FJ,BOTH,MEDIUM,NFNA
91652,Maumere_NDB_ID,NO,Maumere,NDB,ID,BOTH,MEDIUM,WATC
91653,Nairobi_NDB_KE,NO,Nairobi,NDB,KE,TERMINAL,LOW,HKJK
91654,Nioro_NDB_ML,NO,Nioro,NDB,ML,BOTH,MEDIUM,GANR
91655,Nadym_NDB_RU,NO,Nadym,NDB,RU,BOTH,HIGH,
91656,Pamplona_NDB_ES,NO,Pamplona,NDB,ES,TERMINAL,LOW,
91657,Boryspil_NDB_UA,NO,Boryspil,NDB,UA,TERMINAL,LOW,UKBB
91658,Termez_NDB_UZ,NO,Termez,NDB,UZ,BOTH,MEDIUM,UTST
91660,Nova_NDB_BR,NOA,Nova,NDB,BR,BOTH,MEDIUM,BR-1939
91661,Noibai_VOR-DME_VN,NOB,Noibai,VOR-DME,VN,BOTH,HIGH,VVNB
91662,Orange_Grove_TACAN_US,NOG,Orange Grove,TACAN,US,BOTH,LOW,
91663,Nolvik_VOR_SE,NOL,Nolvik,VOR,SE,BOTH,HIGH,
91664,No_Leon_VOR-DME_VE,NOL,No Leon,VOR-DME,VE,BOTH,HIGH,
91666,Noronha_NDB_BR,NOR,Noronha,NDB,BR,BOTH,MEDIUM,SBFN
91667,Nottingham_NDB_GB,NOT,Nottingham,NDB,GB,BOTH,HIGH,EGBN
91668,Novara_NDB_IT,NOV,Novara,NDB,IT,BOTH,LOW,
85719,Alexandria_VOR-DME_EG,NOZ,Alexandria,VOR-DME,EG,BOTH,HIGH,EG-0078
91669,New_Plymouth_VOR-DME_NZ,NP,New Plymouth,VOR-DME,NZ,BOTH,HIGH,NZNP
91670,Napuka_NDB_PF,NP,Napuka,NDB,PF,TERMINAL,MEDIUM,NTGN
91671,Nagpur_NDB_IN,NP,Nagpur,NDB,IN,BOTH,MEDIUM,VANP
91672,Nampula_NDB_MZ,NP,Nampula,NDB,MZ,BOTH,MEDIUM,FQNP
91673,New_Plymouth_NDB_NZ,NP,New Plymouth,NDB,NZ,BOTH,MEDIUM,NZNP
91674,Pskov_NDB_RU,NP,Pskov,NDB,RU,TERMINAL,MEDIUM,ULOO
91675,Nakhon_Phanom_NDB_TH,NP,Nakhon Phanom,NDB,TH,BOTH,MEDIUM,VTUW
91676,Pensacola_TACAN_US,NPA,Pensacola,TACAN,US,BOTH,MEDIUM,KNPA
91677,Napoli_Capodochino_DME_IT,NPC,Napoli Capodochino,DME,IT,TERMINAL,LOW,
91678,Pohang_(Navy)_VORTAC_KR,NPH,Pohang (Navy),VORTAC,KR,TERMINAL,LOW,RKTH
91679,Nepalgunj_NDB_NP,NPJ,Nepalgunj,NDB,NP,BOTH,LOW,VNNG
91680,Sumbawa_NDB_ID,NQ,Sumbawa,NDB,ID,BOTH,MEDIUM,WADS
91681,Turkmenabat_NDB_TM,NQ,Turkmenabat,NDB,TM,BOTH,MEDIUM,UTAV
91682,Narsarsuaq_DME_GL,NQ,Narsarsuaq,DME,GL,TERMINAL,HIGH,BGBW
91683,Kingsville_TACAN_US,NQI,Kingsville,TACAN,US,BOTH,HIGH,KNQI
91684,Nuqui_NDB_CO,NQI,Nuqui,NDB,CO,LO,MEDIUM,SKNQ
91685,Key_West_TACAN_US,NQX,Key West,TACAN,US,BOTH,HIGH,KNQX
91686,Napier_VOR-DME_NZ,NR,Napier,VOR-DME,NZ,BOTH,HIGH,NZNR
91687,Moela_NDB_BR,NR,Moela,NDB,BR,LO,MEDIUM,
91688,Waingapu_NDB_ID,NR,Waingapu,NDB,ID,BOTH,MEDIUM,WADW
91689,Lilabari_NDB_IN,NR,Lilabari,NDB,IN,BOTH,MEDIUM,VELR
91690,Napier_NDB_NZ,NR,Napier,NDB,NZ,BOTH,MEDIUM,NZNR
91691,Novolokti_NDB_RU,NR,Novolokti,NDB,RU,BOTH,HIGH,
91692,Mayport_TACAN_US,NRB,Mayport,TACAN,US,BOTH,MEDIUM,
91693,Narembeen_NDB_AU,NRB,Narembeen,NDB,AU,BOTH,HIGH,
91694,Naracoorte_NDB_AU,NRC,Naracoorte,NDB,AU,BOTH,LOW,YNRC
91695,Narita_VOR-DME_JP,NRE,Narita,VOR-DME,JP,BOTH,HIGH,RJAA
91696,Chulman_VOR-DME_RU,NRG,Chulman,VOR-DME,RU,BOTH,HIGH,
91697,Neubrandenburg_NDB_DE,NRG,Neubrandenburg,NDB,DE,TERMINAL,LOW,EDBN
91698,Narromine_NDB_AU,NRM,Narromine,NDB,AU,BOTH,LOW,YNRM
91699,Norton_NDB_US,NRN,Norton,NDB,US,TERMINAL,LOW,
91700,Roosevelt_Roads_TACAN_PR,NRR,Roosevelt Roads,TACAN,PR,BOTH,HIGH,
91701,Imperial_Beach_TACAN_US,NRS,Imperial Beach,TACAN,US,BOTH,MEDIUM,
91702,Nelson_VOR-DME_NZ,NS,Nelson,VOR-DME,NZ,BOTH,HIGH,NZNS
91703,Namsang_NDB_MM,NS,Namsang,NDB,MM,BOTH,HIGH,VYNS
91704,Nanxiong_NDB_CN,NS,Nanxiong,NDB,CN,BOTH,MEDIUM,
91705,Narsaq_NDB_GL,NS,Narsaq,NDB,GL,BOTH,LOW,
91706,Naryn-Ges_NDB_KG,NS,Naryn-Ges,NDB,KG,BOTH,MEDIUM,
91707,Nelspruit_NDB_ZA,NS,Nelspruit,NDB,ZA,BOTH,MEDIUM,FANS
91708,Sturup_NDB_SE,NS,Sturup,NDB,SE,TERMINAL,LOW,ESMS
91709,Cha_Ian_NDB_TH,NS,Cha Ian,NDB,TH,BOTH,LOW,VTSN
91710,Niamtougou_NDB_TG,NS,Niamtougou,NDB,TG,BOTH,LOW,
91711,Mary_NDB_TM,NS,Mary,NDB,TM,BOTH,MEDIUM,UTAM
91712,Nisa_VORTAC_PT,NSA,Nisa,VORTAC,PT,BOTH,HIGH,
91713,Fascene_VOR-DME_MG,NSB,Fascene,VOR-DME,MG,BOTH,HIGH,FMNN
91714,Seeb_NDB_OM,NSB,Seeb,NDB,OM,TERMINAL,LOW,OOMS
91715,Beaver_TACAN_US,NSD,Beaver,TACAN,US,BOTH,HIGH,
91716,Whiting_TACAN_US,NSE,Whiting,TACAN,US,BOTH,MEDIUM,
91717,Nanjing_VOR-DME_CN,NSE,Nanjing,VOR-DME,CN,BOTH,HIGH,ZSNJ
91718,Nakashibetsu_VOR-DME_JP,NSE,Nakashibetsu,VOR-DME,JP,BOTH,HIGH,RJCN
91719,Ningshan_VOR-DME_CN,NSH,Ningshan,VOR-DME,CN,BOTH,HIGH,
91720,San_Nicolas_Island_TACAN_US,NSI,San Nicolas Island,TACAN,US,BOTH,MEDIUM,
91721,San_Nicolas_NDB_US,NSI,San Nicolas,NDB,US,TERMINAL,MEDIUM,
91722,Novosibirsk_VOR-DME_RU,NSK,Novosibirsk,VOR-DME,RU,BOTH,HIGH,UNNT
91723,In_Salah_VOR-DME_DZ,NSL,In Salah,VOR-DME,DZ,BOTH,HIGH,DAUI
91724,Norseman_NDB_AU,NSM,Norseman,NDB,AU,BOTH,HIGH,YNSM
91725,Nonsan_VOR-DME_KR,NSN,Nonsan,VOR-DME,KR,BOTH,MEDIUM,RKUL
91726,Niederstetten_NDB_DE,NSN,Niederstetten,NDB,DE,LO,LOW,ETHN
91727,Noshahr_NDB-DME_IR,NSR,Noshahr,NDB-DME,IR,BOTH,HIGH,OINN
91728,Nelspruit_VOR-DME_ZA,NSV,Nelspruit,VOR-DME,ZA,BOTH,HIGH,FANS
91729,Navy_Sigonella_TACAN_IT,NSY,Navy Sigonella,TACAN,IT,BOTH,LOW,LICZ
91730,Navy_Sigonella_NDB_IT,NSY,Navy Sigonella,NDB,IT,BOTH,MEDIUM,LICZ
91731,Niamtougou_VOR-DME_TG,NT,Niamtougou,VOR-DME,TG,BOTH,HIGH,DXNG
91732,Nakhchivan_NDB_AZ,NT,Nakhchivan,NDB,AZ,BOTH,MEDIUM,
91733,Titan_NDB_HU,NT,Titan,NDB,HU,TERMINAL,LOW,LHKE
91734,Tole_Bi_NDB_KZ,NT,Tole Bi,NDB,KZ,BOTH,MEDIUM,
91735,Antananarivo_Ivato_NDB_MG,NT,Antananarivo Ivato,NDB,MG,TERMINAL,LOW,
91736,Narathiwat_NDB_TH,NT,Narathiwat,NDB,TH,BOTH,MEDIUM,VTSC
91737,Newcastle_NDB_GB,NT,Newcastle,NDB,GB,TERMINAL,LOW,
91738,Point_Mugu_TACAN_US,NTD,Point Mugu,TACAN,US,BOTH,MEDIUM,KNTD
91739,Notodden_NDB_NO,NTD,Notodden,NDB,NO,BOTH,HIGH,ENNO
91740,Noto_VOR-DME_JP,NTE,Noto,VOR-DME,JP,LO,HIGH,RJNW
91741,Nantong_VOR-DME_CN,NTG,Nantong,VOR-DME,CN,BOTH,HIGH,
91742,Natal_VOR-DME_BR,NTL,Natal,VOR-DME,BR,BOTH,HIGH,SBNT
91743,Nortel_VOR-DME_SE,NTL,Nortel,VOR-DME,SE,RNAV,HIGH,
91744,Natal_NDB_BR,NTL,Natal,NDB,BR,BOTH,MEDIUM,SBNT
91745,Nattenheim_VORTAC_DE,NTM,Nattenheim,VORTAC,DE,BOTH,HIGH,
91746,Normanton_NDB_AU,NTN,Normanton,NDB,AU,BOTH,HIGH,YNTN
91747,Nantes_VOR-DME_FR,NTS,Nantes,VOR-DME,FR,BOTH,HIGH,LFRS
91748,Oceana_TACAN_US,NTU,Oceana,TACAN,US,BOTH,MEDIUM,KNTU
91749,Narathiwat_VOR-DME_TH,NTW,Narathiwat,VOR-DME,TH,BOTH,HIGH,VTSC
91750,Nakuru_NDB_KE,NU,Nakuru,NDB,KE,BOTH,MEDIUM,
91751,Bryansk_NDB_RU,NU,Bryansk,NDB,RU,TERMINAL,MEDIUM,UUBP
91752,Urgench_NDB_UZ,NU,Urgench,NDB,UZ,BOTH,MEDIUM,UTNU
91753,Niue_NDB-DME_NU,NU,Niue,NDB-DME,NU,BOTH,MEDIUM,NIUE
91754,San_Clemente_TACAN_US,NUC,San Clemente,TACAN,US,BOTH,MEDIUM,
91755,Huanuco_NDB_PE,NUC,Huanuco,NDB,PE,BOTH,MEDIUM,SPNC
91756,Adak_TACAN_US,NUD,Adak,TACAN,US,BOTH,HIGH,PADK
91757,Jinhae_TACAN_KR,NUE,Jinhae,TACAN,KR,BOTH,LOW,RKPE
91758,Saufley_VOR_US,NUN,Saufley,VOR,US,LO,MEDIUM,
91759,Moffett_TACAN_US,NUQ,Moffett,TACAN,US,BOTH,MEDIUM,KNUQ
91760,Whidbey_Island_TACAN_US,NUW,Whidbey Island,TACAN,US,BOTH,HIGH,
91761,Nairobi_VOR-DME_KE,NV,Nairobi,VOR-DME,KE,BOTH,HIGH,HKJK
91762,Invercargill_VOR-DME_NZ,NV,Invercargill,VOR-DME,NZ,BOTH,HIGH,NZNV
91763,Navua_NDB_FJ,NV,Navua,NDB,FJ,BOTH,MEDIUM,NFNA
91764,Schiphol_Locator_NDB_NL,NV,Schiphol Locator,NDB,NL,TERMINAL,LOW,
91765,Invercargill_NDB_NZ,NV,Invercargill,NDB,NZ,BOTH,MEDIUM,NZNV
91766,Zabaykalsk_NDB_RU,NV,Zabaykalsk,NDB,RU,TERMINAL,HIGH,
91767,Vilhelmina_NDB_SE,NV,Vilhelmina,NDB,SE,BOTH,HIGH,ESNV
91768,Neiva_VOR-DME_CO,NVA,Neiva,VOR-DME,CO,BOTH,HIGH,SKNV
91769,Nizhneudinsk_VOR_RU,NVD,Nizhneudinsk,VOR,RU,BOTH,HIGH,
91770,Navegantes_NDB_BR,NVG,Navegantes,NDB,BR,LO,MEDIUM,SBNF
91771,Navas_VOR-DME_ES,NVS,Navas,VOR-DME,ES,BOTH,HIGH,
91772,Nieuwoudtville_VOR_ZA,NVV,Nieuwoudtville,VOR,ZA,BOTH,HIGH,
91773,Pekanbaru_NDB_ID,NW,Pekanbaru,NDB,ID,BOTH,MEDIUM,WIBB
91774,Nusawiru_NDB_ID,NW,Nusawiru,NDB,ID,BOTH,MEDIUM,WICN
91775,La_Tontouta_NDB_NC,NW,La Tontouta,NDB,NC,BOTH,MEDIUM,NWWW
91776,Maastricht_NDB_NL,NW,Maastricht,NDB,NL,TERMINAL,LOW,EHBK
91777,Ndola_NDB_ZM,NW,Ndola,NDB,ZM,BOTH,MEDIUM,FLND
91778,Nowra_TACAN_AU,NWA,Nowra,TACAN,AU,BOTH,HIGH,YSNW
91779,Nowra_NDB_AU,NWA,Nowra,NDB,AU,BOTH,LOW,YSNW
91780,Nuweibaa_NDB_EG,NWB,Nuweibaa,NDB,EG,BOTH,HIGH,
91781,Newman_VOR-DME_AU,NWN,Newman,VOR-DME,AU,BOTH,HIGH,YNWN
91782,Newman_NDB_AU,NWN,Newman,NDB,AU,BOTH,HIGH,YNWN
91783,Domel_NDB_BR,NX,Domel,NDB,BR,BOTH,MEDIUM,SSPG
91784,Jambi_NDB_ID,NX,Jambi,NDB,ID,BOTH,MEDIUM,WIPA
91785,Coyote_TACAN_US,NXP,Coyote,TACAN,US,BOTH,HIGH,
91786,Willow_Grove_TACAN_US,NXX,Willow Grove,TACAN,US,BOTH,LOW,US-9347
91787,Willow_Grove_NDB_US,NXX,Willow Grove,NDB,US,TERMINAL,LOW,US-9347
91788,Niamey_VOR-DME_NE,NY,Niamey,VOR-DME,NE,BOTH,HIGH,DRRN
91789,Enderby_NDB_CA,NY,Enderby,NDB,CA,BOTH,MEDIUM,
91790,Warukin_NDB_ID,NY,Warukin,NDB,ID,BOTH,MEDIUM,WAON
91791,Nyeri_NDB_KE,NY,Nyeri,NDB,KE,BOTH,MEDIUM,HKNI
91792,Niamey_NDB_NE,NY,Niamey,NDB,NE,TERMINAL,LOW,
91793,Nylstroom_NDB_ZA,NY,Nylstroom,NDB,ZA,BOTH,MEDIUM,FANY
91794,Natya_VOR_AU,NYA,Natya,VOR,AU,BOTH,HIGH,
91795,Nanyingbindao_VOR-DME_CN,NYB,Nanyingbindao,VOR-DME,CN,BOTH,HIGH,ZJHK
91796,Nanyuki_NDB_KE,NYK,Nanyuki,NDB,KE,BOTH,MEDIUM,HKNL
91797,Yuma_TACAN_US,NYL,Yuma,TACAN,US,BOTH,MEDIUM,
